Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Forma de producto de mampostería (product.metafields.shopify.masonry-product-form),Adecuado para tipo de material (product.metafields.shopify.suitable-for-material-type),Espacio adecuado (product.metafields.shopify.suitable-space),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cremar-esm-bril-gris-esp-3-en-1-36-lts,"CREMAR ESM BRIL GRIS ESP 3 EN 1 3,6 LTS","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'42897264,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-esm-brill-gris-3-en-1-1-2-lts,CREMAR ESM BRILL GRIS 3 EN 1 1/2 LTS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'42897342,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-esm-bril-gris-3-en-1-0900-lts,"CREMAR ESM BRIL GRIS 3 EN 1 0,900 LTS","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'42897343,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-esm-bril-gris-3-en-1-36-lts,"CREMAR ESM BRIL GRIS 3 EN 1 3,6 LTS","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'42897344,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-esm-sat-blanco-3-en-1-1-2-lts,CREMAR ESM SAT BLANCO 3 EN 1 1/2 LTS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'44431012,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-esm-sat-blanco-3-en-1-x-0900-lts,"CREMAR ESM SAT BLANCO 3 EN 1 x 0,900 LTS","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'44431013,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-esm-sat-blanco-3-en-1-x-36-lts,"CREMAR ESM SAT BLANCO 3 EN 1 x 3,6 LTS","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'44431014,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-esm-sat-blanco-3-en-1-20lts,CREMAR ESM SAT BLANCO 3 EN 1 20LTS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'44431017,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-esm-sat-negro-3-en-1-x-1-2-lts,CREMAR ESM SAT NEGRO 3 EN 1 x 1/2 LTS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'44437002,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-esm-sat-negro-3-en-1-x-0900-lts,"CREMAR ESM SAT NEGRO 3 EN 1 x 0,900 LTS","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'44437003,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-esm-sat-negro-3-en-1-x-36-lts,"CREMAR ESM SAT NEGRO 3 EN 1 x 3,6 LTS","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'44437004,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-esm-sat-negro-3-en-1-x-20-lt,CREMAR ESM SAT NEGRO 3 EN 1 X 20 LT,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'44437007,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-esm-bril-negro-3-en-1-20-lts,CREMAR ESM BRIL NEGRO 3 EN 1 20 LTS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,ARANDU17,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-techos-y-muros-blanco-4-kg,CREMAR TECHOS Y MUROS BLANCO 4 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83421024,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-techos-y-muros-blanco-10-k,CREMAR TECHOS Y MUROS BLANCO 10 K,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83421026,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-techos-y-muros-blanco-20-k,CREMAR TECHOS Y MUROS BLANCO 20 K,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83421027,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-techos-y-muros-con-pu-blanco4-kg,CREMAR TECHOS Y MUROS CON PU BLANCO 4 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83421204,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-techos-y-muros-con-pu-blanco10-k,CREMAR TECHOS Y MUROS CON PU BLANCO 10 K,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83421206,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-techos-y-muros-con-pu-blanco20-k,CREMAR TECHOS Y MUROS CON PU BLANCO 20 K,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83421207,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-techos-y-muros-rojo-teja-4,CREMAR TECHOS Y MUROS ROJO TEJA 4,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83424044,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-techos-y-muros-rojo-teja-10,CREMAR TECHOS Y MUROS ROJO TEJA 10,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83424046,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-techos-y-muros-rojo-teja-20,CREMAR TECHOS Y MUROS ROJO TEJA 20,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83424047,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-techos-y-muros-con-pu-teja-4kgs,CREMAR TECHOS Y MUROS CON PU TEJA 4 KGS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83424224,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-techos-y-muros-con-pu-teja-10kgs,CREMAR TECHOS Y MUROS CON PU TEJA 10 KGS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83424226,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
cremar-techos-y-muros-con-pu-teja-20kgs,CREMAR TECHOS Y MUROS CON PU TEJA 20 KGS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83424227,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
obraplast-latex-int-ext-prof-20-lts,OBRAPLAST LATEX INT/EXT PROF 20 LTS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'81711107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
obraplast-enduido-20-lts,OBRAPLAST ENDUIDO 20 LTS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83121167,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
obraplast-masilla-placas-de-yeso-32-kg,OBRAPLAST MASILLA PLACAS DE YESO 32 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'83221037,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
obraplast-textura-fina-blanco-25-kgs,OBRAPLAST TEXTURA FINA BLANCO 25 KGS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'89371007,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
obraplast-rustico-25-kgs,OBRAPLAST RUSTICO 25 KGS,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'89351017,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg1,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg2,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg3,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg4,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg5,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg6,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg7,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg8,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg9,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg10,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg11,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg12,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg13,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg14,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg15,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
endumix-20-kg16,ENDUMIX 20 KG,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'60403107,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
minicargadora-con-pala,MINICARGADORA CON PALA,"<h1>MINICARGADORA CON PALA</h1>
<h3><strong>Link de Videos:</strong></h3>
<p> </p>
<h3>Características destacadas:</h3>
<p>La <strong>minicargadora con pala</strong> es la herramienta perfecta para optimizar tus trabajos de construcción y mantenimiento. Diseñada especialmente para el <em>movimiento de suelo</em>, esta máquina compacta y versátil facilita la carga, traslado y nivelación de materiales como tierra, arena, ripio o escombros.</p>
<ul>
<li>
<strong>Implemento de cucharón o pala</strong>: permite manipular diferentes tipos de materiales con eficiencia.</li>
<li>
<strong>Ideal para espacios reducidos</strong>: su tamaño compacto facilita el acceso a lugares donde otras máquinas no pueden ingresar.</li>
<li>
<strong>Facilidad de uso y maniobrabilidad</strong>: pensada para mejorar la productividad en obras pequeñas y medianas.</li>
</ul>
<p>Con esta minicargadora, lograrás trabajos más rápidos y precisos, optimizando recursos y tiempo. Es una solución confiable para quienes buscan calidad y rendimiento en equipos para movimiento de suelo.</p>
<p>¡Incorpora la minicargadora con pala a tu proyecto y experimenta la diferencia en cada tarea!</p>
<p> </p>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
vivienda-sistema-constructivo-tradicional-fgqdr,VIVIENDA SISTEMA CONSTRUCTIVO TRADICIONAL,"<h1>VIVIENDA CONSTRUIDA CON SISTEMA TRADICIONAL</h1>
<h3><strong>Link de Videos:</strong></h3>
<p><a href=""https://www.youtube.com/watch?v=lfAic8KrPNo"">https://www.youtube.com/watch?v=lfAic8KrPNo</a></p>
<p class=""MsoNormal""><strong>Características destacadas:</strong></p>
<p class=""MsoNormal"">La <strong>Vivienda con Sistema Constructivo Tradicional</strong> es la solución ideal para quienes buscan una construcción sólida y confiable. Diseñada con <em>ladrillo y hormigón</em>, esta técnica prioriza la durabilidad, el confort térmico y la resistencia estructural, garantizando un hogar seguro y confortable durante todo el año.</p>
<p class=""MsoNormal""><strong>Materiales de alta calidad:</strong> combinan la robustez del hormigón con la eficiencia térmica del ladrillo, optimizando el aislamiento y la estabilidad de la vivienda.</p>
<p class=""MsoNormal""><strong>Durabilidad y resistencia:</strong> pensada para soportar las condiciones climáticas de Argentina y el paso del tiempo sin comprometer su estructura.</p>
<p class=""MsoNormal""><strong>Confort térmico:</strong> mantiene temperaturas agradables en el interior, reduciendo el consumo energético y mejorando la calidad de vida.</p>
<p class=""MsoNormal"">Con esta vivienda, lograrás un espacio seguro, confortable y duradero, ideal para proyectos residenciales que buscan calidad y funcionalidad.<br>¡Elige el sistema constructivo tradicional y construye el hogar que tu familia merece!</p>
<p> </p>
<p class=""MsoNormal""> </p>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
minicargadora-con-excavador-w6pol,MINICARGADORA CON EXCAVADOR,"<h1>MINICARGADORA CON EXCAVADOR</h1>
<h2>Características destacadas:</h2>
<p>La <strong>minicargadora con excavador</strong> es la opción ideal para tareas de zanjeo, perforación y excavaciones en terrenos compactos. Diseñada para trabajos específicos, esta máquina combina potencia y precisión para facilitar tus proyectos de construcción y mantenimiento.</p>
<ul>
<li>
<strong>Implemento de excavador:</strong> permite realizar excavaciones profundas y precisas en espacios reducidos.</li>
<li>
<strong>Eficiencia en terrenos compactos:</strong> optimiza la perforación y el movimiento del suelo con mayor rendimiento.</li>
<li>
<strong>Maniobrabilidad y control:</strong> su diseño compacto y fácil manejo mejora la productividad en obras pequeñas y medianas.</li>
</ul>
<p>Con esta minicargadora, tus tareas serán más rápidas y efectivas, reduciendo tiempos y costos. Es una herramienta confiable para quienes exigen calidad y rendimiento en equipos para excavación. ¡Incorpora la minicargadora con excavador y lleva tus proyectos al siguiente nivel!</p>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
minicargadora-con-rodillo-compactador-rtldn,MINICARGADORA CON RODILLO COMPACTADOR,"<p> </p>
<h1>MINICARGADORA CON RODILLO COMPACTADOR</h1>
<h2>Características destacadas:</h2>
<p>La <strong>minicargadora con rodillo compactador</strong> es una herramienta esencial para lograr superficies firmes y estables en bases de pavimentos, veredas y fundaciones. Este equipo combina la versatilidad de una minicargadora con la eficiencia del rodillo compactador, facilitando la compactación y nivelación del suelo en espacios reducidos.</p>
<p>•<span style=""white-space: pre;""> </span>Rodillo compactador integrado: garantiza una compactación uniforme y efectiva, mejorando la durabilidad de la obra.</p>
<p>•<span style=""white-space: pre;""> </span>Diseño compacto y maniobrable: ideal para trabajos en áreas de difícil acceso o con espacio limitado.</p>
<p>•<span style=""white-space: pre;""> </span>Uso sencillo y eficiente: optimiza tiempos y recursos en proyectos de construcción y mantenimiento.</p>
<p>Con esta minicargadora, podrás realizar tareas de movimiento y compactación de suelo con mayor precisión y rapidez, asegurando resultados profesionales en cada proyecto. ¡Incorpora la minicargadora con rodillo compactador y potencia la calidad de tus obras!</p>
<p> </p>
<p> </p>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
minicargadora-con-martillo-demoledor-yvfo5,MINICARGADORA CON MARTILLO DEMOLEDOR,"<h1>MINICARGADORA CON MARTILLO DEMOLEDOR</h1>
<h2>Características destacadas:</h2>
<p>La <strong>minicargadora con martillo demoledor</strong> está especialmente diseñada para romper y demoler losas, estructuras de hormigón, pavimentos y cimientos, convirtiéndose en una herramienta imprescindible para proyectos de demolición y preparación de terrenos.</p>
<p>Este equipo combina la potencia del martillo demoledor con la versatilidad y maniobrabilidad de una minicargadora, permitiendo realizar trabajos en espacios reducidos con máxima eficiencia y precisión.</p>
<p>•<span style=""white-space: pre;""> </span>Martillo demoledor integrado: ideal para demoler superficies duras y resistentes, facilitando la remoción rápida de materiales.</p>
<p>•<span style=""white-space: pre;""> </span>Diseño compacto y maniobrable: perfecto para acceder a áreas de difícil ingreso sin perder potencia ni estabilidad.</p>
<p>•<span style=""white-space: pre;""> </span>Uso sencillo y eficiente: optimiza tiempos y recursos en obras de demolición, mantenimiento y construcción.</p>
<p>•<span style=""white-space: pre;""> </span>Versatilidad en aplicaciones: desde la demolición de cimientos hasta la preparación de bases para pavimentos y fundaciones.</p>
<p>•<span style=""white-space: pre;""> </span>Robustez y durabilidad: fabricada para soportar las exigencias de trabajos intensivos en construcción y remodelación.</p>
<p>Con esta minicargadora, lograrás resultados profesionales en cada proyecto, acelerando las tareas de demolición y facilitando la preparación del terreno para la siguiente etapa de tu obra.</p>
<p>¡Incorpora la minicargadora con martillo demoledor y potencia la calidad y eficiencia de tus trabajos!</p>
<p>Ideal para:</p>
<p>•<span style=""white-space: pre;""> </span>Obras de demolición y remodelación de estructuras.</p>
<p>•<span style=""white-space: pre;""> </span>Preparación y nivelación de bases para pavimentos y veredas.</p>
<p>•<span style=""white-space: pre;""> </span>Proyectos de construcción que requieren precisión en espacios reducidos.</p>
<p>Garantizá un rendimiento superior y un trabajo más seguro con esta herramienta esencial para la construcción moderna</p>
<p> </p>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
minicargadora-con-hoyadora-q28pz,MINICARGADORA CON HOYADORA,"<h1>MINICARGADORA CON HOYADORA</h1>
<h2>Características destacadas:</h2>
<p>La <strong>minicargadora con hoyadora</strong> es la herramienta ideal para perforar pozos para postes, fundaciones livianas como pilotines, árboles o cercados. Su diseño compacto y maniobrable permite trabajar con precisión en espacios reducidos, optimizando tiempos y recursos.</p>
<p>•<span style=""white-space: pre;""> </span>Hoyadora integrada: facilita la excavación rápida y eficiente de agujeros profundos y precisos.</p>
<p>•<span style=""white-space: pre;""> </span>Versatilidad de uso: perfecta para proyectos de construcción, instalación de cercados y jardinería.</p>
<p>•<span style=""white-space: pre;""> </span>Robustez y durabilidad: construida para soportar exigencias de obras intensivas.</p>
<p>•<span style=""white-space: pre;""> </span>Facilidad de manejo: operación sencilla que mejora la productividad en obra.</p>
<p>Esta minicargadora es la solución perfecta para acelerar tus proyectos, garantizando un trabajo seguro y profesional. ¡Incorporá la minicargadora con hoyadora y mejorá la calidad y eficiencia de tus trabajos!</p>
<p>Ideal para: - Perforación de pozos para postes y árboles. - Fundaciones livianas y pilotines. - Instalación de cercados y estructuras livianas. - Trabajos en terrenos de difícil acceso.</p>
<p>Garantizá resultados precisos y un desempeño superior con esta herramienta esencial para la construcción y mantenimiento moderno.</p>
<p> </p>
<p> </p>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
retroexcavadora-wnjz3,RETROEXCAVADORA,"<h1>RETROEXCAVADORA</h1>
<p><strong>Máquina eficiente y versátil para excavaciones de gran tamaño</strong>, movimiento de tierra y carga de materiales. Su pala tiene una capacidad aproximada de 1 m³, ideal para obras de saneamiento, caminos y fundaciones.</p>
<h2>Características destacadas</h2>
<ul>
<li>
<strong>Alta capacidad de carga:</strong> facilita el traslado rápido y seguro de gran volumen de tierra y materiales.</li>
<li>
<strong>Diseño robusto y duradero:</strong> construida para soportar las exigencias de trabajos intensivos en obra.</li>
<li>
<strong>Versatilidad de uso:</strong> perfecta para excavaciones profundas, nivelación de terrenos y trabajos en espacios amplios.</li>
<li>
<strong>Fácil manejo:</strong> operatividad sencilla que optimiza tiempos y recursos en cada proyecto.</li>
</ul>
<h2>Aplicaciones ideales</h2>
<ul>
<li>Excavaciones para fundaciones y zanjas.</li>
<li>Movimiento y carga de materiales en obras civiles.</li>
<li>Trabajos en caminos, saneamiento y construcción general.</li>
</ul>
<p>Incorporá la retroexcavadora a tus proyectos y <strong>mejorá la eficiencia y seguridad</strong> en cada trabajo, asegurando resultados precisos y profesionales.</p>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
excavadora-sobre-orugas-02zb0,EXCAVADORA SOBRE ORUGAS,"<h1>EXCAVADORA SOBRE ORUGAS</h1>
<p>Equipo de alto rendimiento diseñado para trabajos pesados en movimiento de grandes volúmenes de suelo, excavaciones profundas y desmontes en terrenos exigentes. Ideal para obras que requieren potencia y precisión.</p>
<h2><strong>Características destacadas:</strong></h2>
<ul>
<li>
<em>Alta capacidad de carga:</em> permite trasladar grandes cantidades de tierra y materiales de forma rápida y segura.</li>
<li>
<em>Robustez y durabilidad:</em> construida para soportar condiciones difíciles y uso intensivo en obra.</li>
<li>
<em>Versatilidad:</em> apta para excavaciones profundas, nivelación de terrenos y movimientos de tierra en espacios amplios.</li>
<li>
<em>Fácil manejo:</em> operatividad intuitiva que optimiza tiempos y recursos en cada proyecto.</li>
</ul>
<p><strong>Aplicaciones ideales:</strong> Excavaciones para fundaciones, zanjas y desmontes; movimiento y carga de materiales en obras civiles, caminos y saneamiento.</p>
<p>Incorporá la excavadora a tus proyectos y asegurá eficiencia, seguridad y resultados profesionales en cada trabajo.</p>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
motoniveladora-acw66,MOTONIVELADORA,"<h1>MOTONIVELADORA</h1>
<p><br>Equipo diseñado para nivelación y perfilado de terrenos en grandes superficies, ideal para la preparación de suelos en pavimentos, calles, caminos, loteos y bases de obras civiles. Garantiza precisión y acabado uniforme en cada proyecto.</p>
<h2><strong>Características destacadas:</strong></h2>
<p><br>• Precisión en nivelación: asegura un perfilado exacto para optimizar la calidad del terreno.<br>• Robusta y duradera: fabricada para soportar condiciones exigentes y uso continuo en obra.<br>• Versatilidad: apta para trabajos de nivelación, perfilado y preparación de grandes superficies.<br>• Fácil manejo: operación intuitiva que agiliza tiempos y mejora la productividad.</p>
<p><strong>Aplicaciones ideales:</strong><br>Nivelación y perfilado para pavimentos, calles, caminos, loteos y bases en obras civiles.</p>
<p>Incorporá la motoniveladora a tus proyectos y asegurá eficiencia, seguridad y resultados profesionales en cada trabajo.</p>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
camion-volcador-llu53,CAMION VOLCADOR,"<h1>CAMIÓN VOLCADOR</h1>
<p>El camión volador es la solución ideal para optimizar el transporte y descarga de materiales en tus obras. Diseñado especialmente para facilitar la logística en la construcción, este equipo permite mover con eficiencia materiales como arena, ripio, tierra o escombros.</p>
<h2><strong>Características destacadas:</strong></h2>
<p><br>• <strong>Gran capacidad de carga:</strong> permite trasladar grandes volúmenes de materiales con rapidez y seguridad.<br>• <strong>Versatilidad en obra:</strong> óptimo para transportar y descargar diferentes tipos de materiales en proyectos civiles y de construcción.<br>• <strong>Robustez y durabilidad:</strong> fabricado para resistir las condiciones más exigentes y el uso intensivo.<br>• <strong>Facilidad de manejo:</strong> sistema de volcado sencillo que agiliza las descargas y mejora la productividad.</p>
<p>Incorporá el camión volador a tus proyectos y experimentá una logística más eficiente, segura y profesional en cada tarea.</p>
<p>Las imágenes son ilustrativas. El producto puede variar en características o presentación.</p>",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
